Timestamp,ECG Value,LO+ Status,LO- Status,ECG_Clean,Time,R_Peak,Q_Peak,S_Peak,T_Peak,P_Peak,P-R Interval,Q-T Interval,S-T Interval
23.712936401367188,318.0,0.0,0.0,337.52314478922614,1.008,0,0,0,0,0,,,
23.806969165802,321.0,0.0,0.0,317.54200533670485,1.012,0,0,0,0,0,,,
23.893579483032227,324.0,0.0,0.0,312.97990730927665,1.016,0,0,1,0,0,,,
23.980550289154053,328.0,0.0,0.0,321.3505104966794,1.02,0,0,0,0,0,,,
24.058599948883057,329.0,0.0,0.0,334.76358924798467,1.024,0,0,0,0,0,,,
24.15324354171753,340.0,0.0,0.0,345.79678026113567,1.028,0,0,0,0,0,,,
24.23151159286499,354.0,0.0,0.0,350.3699403264001,1.032,0,0,0,0,0,,,
24.32526040077209,354.0,0.0,0.0,348.0934941446634,1.036,0,0,0,0,0,,,
24.403478622436523,337.0,0.0,0.0,341.44202702843324,1.04,0,0,0,0,0,,,
24.49726438522339,331.0,0.0,0.0,334.0973164725395,1.044,0,0,0,0,0,,,
24.591431617736816,330.0,0.0,0.0,328.9301407025167,1.048,0,0,0,0,0,,,
24.68030261993408,328.0,0.0,0.0,326.8345778818187,1.052,0,0,0,0,0,,,
24.7655827999115,329.0,0.0,0.0,327.10330506728485,1.056,0,0,0,0,0,,,
24.84373140335083,328.0,0.0,0.0,328.6153555682585,1.06,0,0,0,0,0,,,
24.938003063201904,329.0,0.0,0.0,330.6054161556429,1.064,0,0,0,0,0,,,
25.03186178207397,332.0,0.0,0.0,332.62356776922263,1.068,0,0,0,0,0,,,
25.11440420150757,335.0,0.0,0.0,334.25482418880586,1.072,0,0,0,0,0,,,
25.20473599433899,337.0,0.0,0.0,335.1815901540659,1.076,0,0,0,0,0,,,
25.29971194267273,335.0,0.0,0.0,335.47695100195983,1.08,0,0,0,0,0,,,
25.37738990783692,334.0,0.0,0.0,335.62258212841346,1.084,0,0,0,0,0,,,
25.471158742904663,336.0,0.0,0.0,336.11754663117404,1.088,0,0,0,0,0,,,
25.549281358718872,338.0,0.0,0.0,337.0942880220585,1.092,0,0,0,0,0,,,
25.64382529258728,339.0,0.0,0.0,338.3287256263067,1.096,0,0,0,0,0,,,
25.721858978271484,339.0,0.0,0.0,339.52727216472005,1.1,0,0,0,0,0,,,
25.815608978271484,340.0,0.0,0.0,340.5035850711649,1.104,0,0,0,0,0,,,
25.89457082748413,342.0,0.0,0.0,341.1005458975175,1.108,0,0,0,1,0,,,
25.98846316337585,339.0,0.0,0.0,341.06723744836154,1.112,0,0,0,0,0,,,
26.06699776649475,342.0,0.0,0.0,340.1488845217327,1.116,0,0,0,0,0,,,
26.16168642044068,339.0,0.0,0.0,338.3895063058662,1.12,0,0,0,0,0,,,
26.23981237411499,335.0,0.0,0.0,336.3621878079074,1.124,0,0,0,0,0,,,
26.33445692062378,335.0,0.0,0.0,335.0239421193971,1.128,0,0,0,0,0,,,
26.41421627998352,337.0,0.0,0.0,335.16026503762,1.132,0,0,0,0,0,,,
26.50784993171692,337.0,0.0,0.0,336.66239921629807,1.136,0,0,0,0,0,,,
26.60204768180847,334.0,0.0,0.0,338.07907557978115,1.14,0,0,0,0,0,,,
26.68093204498291,334.0,0.0,0.0,337.12311966001084,1.144,0,0,0,0,0,,,
26.774194478988647,335.0,0.0,0.0,332.63067329618576,1.148,0,0,0,0,0,,,
26.85244655609131,339.0,0.0,0.0,327.0583884813203,1.152,0,0,0,0,0,,,
26.932982683181763,329.0,0.0,0.0,326.706640878696,1.156,0,1,0,0,0,,,
27.02589583396912,331.0,0.0,0.0,337.32545970822355,1.16,0,0,0,0,0,,,
27.122002124786377,333.0,0.0,0.0,357.2600950409409,1.164,0,0,0,0,0,,,
27.20512700080872,354.0,0.0,0.0,375.1734061031423,1.168,0,0,0,0,0,,,
27.30241107940674,471.0,0.0,0.0,377.3571863042678,1.172,1,0,0,0,1,0.17599999999999993,0.15600000000000014,0.12400000000000011
27.389552116394043,316.0,0.0,0.0,359.54896364122226,1.176,0,0,0,0,0,,,
27.48336672782898,309.0,0.0,0.0,331.2898025593003,1.18,0,0,0,0,0,,,
27.58223009109497,309.0,0.0,0.0,308.0319912246299,1.184,0,0,0,0,0,,,
27.67583990097046,310.0,0.0,0.0,299.53058039520874,1.188,0,0,1,0,0,,,
